"ref_name","ARO Term","ARO Accession","NCBI","init_final","Model Sequence ID","CVTERM ID","ARO Name","Protein Accession","DNA Accession","AMR Gene Family","Drug Class","Resistance Mechanism"
"TEM-166.3001032.FJ197316.0-861.846","TEM-166",3001032,"FJ197316","0-861","846",37412,"TEM-166","ACI25375.1","FJ197316","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-135.3000999.AJ634602.1.7839-8700.4683","TEM-135",3000999,"AJ634602 . 1","7839-8700","4683",37379,"TEM-135","CAG25427.1","AJ634602.1","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-10.3000882.AF093512.197-1058.2029","TEM-10",3000882,"AF093512","197-1058","2029",37262,"TEM-10","AAC72362.1","AF093512","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-144.3001007.AM049399.0-861.1645","TEM-144",3001007,"AM049399","0-861","1645",37387,"TEM-144","CAJ17558.1","AM049399","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-107.3000970.AY101764.206-1067.1240","TEM-107",3000970,"AY101764","206-1067","1240",37350,"TEM-107","AAM52215.1","AY101764","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-128.3000990.AY368237.0-861.1720","TEM-128",3000990,"AY368237","0-861","1720",37370,"TEM-128","AAR89359.1","AY368237","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-186.3001046.JN227084.308-1169.1883","TEM-186",3001046,"JN227084","308-1169","1883",37426,"TEM-186","AET99222.1","JN227084","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"tetB(P).3000195.L20800.2308-4267.473","tetB(P)",3000195,"L20800","2308-4267","473",36334,"tetB(P)","AAA20117.1","L20800","tetracycline-resistant ribosomal protection protein","tetracycline antibiotic","antibiotic target protection"
"TEM-196.3001376.JQ034306.0-861.3690","TEM-196",3001376,"JQ034306","0-861","3690",37776,"TEM-196","AFE48832.1","JQ034306","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"aadA.3002601.AF550679.1.80976-81768.5220","aadA",3002601,"AF550679 . 1","80976-81768","5220",39001,"aadA","AAO49597.1","AF550679.1","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"aadA24.3002621.DQ677333.0-780.330","aadA24",3002621,"DQ677333","0-780","330",39021,"aadA24","ABG72894.1","DQ677333","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"TEM-30.3000900.AJ437107.208-1069.930","TEM-30",3000900,"AJ437107","208-1069","930",37280,"TEM-30","CAD24670.1","AJ437107","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-1.3000873.AL513383.161910-162771.1951","TEM-1",3000873,"AL513383","161910-162771","1951",37253,"TEM-1","CAD09800.1","AL513383","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-34.3000904.KC292503.4334-5195.1160","TEM-34",3000904,"KC292503","4334-5195","1160",37284,"TEM-34","AGE11905.1","KC292503","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-105.3000968.AF516720.214-1075.1071","TEM-105",3000968,"AF516720","214-1075","1071",37348,"TEM-105","AAM61953.1","AF516720","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"Clostridioides_difficile_23S.3004654.NR_076234.1.0-2900.5518","Clostridioides_difficile_23S",3004654,"NR_076234 . 1","0-2900","5518",42686,"Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin",NA,"NR_076234.1","23S rRNA with mutation conferring resistance to macrolide antibiotics","glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic","antibiotic target alteration"
"TEM-219.3003157.KM114268.0-861.1649","TEM-219",3003157,"KM114268","0-861","1649",39734,"TEM-219","AIS39742.1","KM114268","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-33.3000903.GU371926.50304-51165.4506","TEM-33",3000903,"GU371926","50304-51165","4506",37283,"TEM-33","ADL13944.1","GU371926","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"aadA23.3002620.AJ809407.118-898.280","aadA23",3002620,"AJ809407","118-898","280",39020,"aadA23","CAH10847.1","AJ809407","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"TEM-198.3001057.AB700703.161-1022.1571","TEM-198",3001057,"AB700703","161-1022","1571",37437,"TEM-198","BAL68178.1","AB700703","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-132.3000996.AY491682.0-861.2031","TEM-132",3000996,"AY491682","0-861","2031",37376,"TEM-132","AAR84298.1","AY491682","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-28.3000898.U37195.75-936.1958","TEM-28",3000898,"U37195","75-936","1958",37278,"TEM-28","AAC32891.1","U37195","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"TEM-182.3001373.HQ317449.0-861.1570","TEM-182",3001373,"HQ317449","0-861","1570",37773,"TEM-182","ADP20705.1","HQ317449","TEM beta-lactamase","cephalosporin;monobactam;penam;penem","antibiotic inactivation"
"aadA21.3002618.AY171244.46-838.195","aadA21",3002618,"AY171244","46-838","195",39018,"aadA21","AAN87151.1","AY171244","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"gyrA.3003924.FQ312002.1.1996520-1999166.5463","gyrA",3003924,"FQ312002 . 1","1996520-1999166","5463",40633,"Haemophilus parainfluenzae gyrA conferring resistance to fluoroquinolones","CBW16027.1","FQ312002.1","fluoroquinolone resistant gyrA","fluoroquinolone antibiotic;nybomycin","antibiotic target alteration"
"OXA-461.3003617.KR061509.1.0-762.5723","OXA-461",3003617,"KR061509 . 1","0-762","5723",40227,"OXA-461","AKI29921.1","KR061509.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-452.3003608.KR061505.1.0-774.5716","OXA-452",3003608,"KR061505 . 1","0-774","5716",40218,"OXA-452","AKI29917.1","KR061505.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"OXA-460.3003616.CP023866.1.651045-651807.5722","OXA-460",3003616,"CP023866 . 1","651045-651807","5722",40226,"OXA-460","ATL95930.1","CP023866.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"Escherichia_coli_CyaA.3003900.HG738867.2786398-2788945.4616","Escherichia_coli_CyaA",3003900,"HG738867","2786398-2788945","4616",40602,"Escherichia coli cyaA with mutation conferring resistance to fosfomycin","CDJ73082","HG738867","antibiotic-resistant cya adenylate cyclase","fosfomycin","antibiotic target alteration"
"OXA-451.3003607.KR061504.1.0-774.5715","OXA-451",3003607,"KR061504 . 1","0-774","5715",40217,"OXA-451","AKI29916.1","KR061504.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"mphA.3000316.D16251.1.1625-2531.5188","mphA",3000316,"D16251 . 1","1625-2531","5188",36455,"mphA","BAA03776.1","D16251.1","macrolide phosphotransferase (MPH)","macrolide antibiotic","antibiotic inactivation"
"Helicobacter_pylori_23S.3004134.AB162858.1.0-2975.4113","Helicobacter_pylori_23S",3004134,"AB162858 . 1","0-2975","4113",41261,"Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin",NA,"AB162858.1","23S rRNA with mutation conferring resistance to macrolide antibiotics","glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic","antibiotic target alteration"
"OXA-453.3003609.KR061507.1.0-774.5717","OXA-453",3003609,"KR061507 . 1","0-774","5717",40219,"OXA-453","AKI29919.1","KR061507.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"Campylobacter_jejuni_23S.3004546.NR_076226.1.0-2912.5105","Campylobacter_jejuni_23S",3004546,"NR_076226 . 1","0-2912","5105",42445,"Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin",NA,"NR_076226.1","23S rRNA with mutation conferring resistance to macrolide antibiotics","glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic","antibiotic target alteration"
"fabG.3004049.U00096.3.1150669-1151404.5523","fabG",3004049,"U00096 . 3","1150669-1151404","5523",41114,"Escherichia coli fabG mutations conferring resistance to triclosan","AAC74177.1","U00096.3","antibiotic resistant fabG","triclosan","antibiotic target alteration"
"fabG.3004049.NC_000913.3.1150669-1151404.4014","fabG",3004049,"NC_000913 . 3","1150669-1151404","4014",41114,"Escherichia coli fabG mutations conferring resistance to triclosan","AAC74177.1","U00096.3","antibiotic resistant fabG","triclosan","antibiotic target alteration"
"MCR-9.1.3004684.NC_021819.1.16013-17633.5569","MCR-9",3004684,"3004684 . NC_021819","1","1",42734,"MCR-9.1","WP_001572373.1","NC_021819.1","MCR phosphoethanolamine transferase","peptide antibiotic","antibiotic target alteration"
"ACI-1.3004359.AJ007350.1.239-1094.4259","ACI-1",3004359,"AJ007350 . 1","239-1094","4259",41531,"ACI-1","CAB51471.1","AJ007350.1","ACI beta-lactamase","cephalosporin;penam;penem","antibiotic inactivation"
"OXA-450.3003606.KR061502.1.0-774.5714","OXA-450",3003606,"KR061502 . 1","0-774","5714",40216,"OXA-450","AKI29914.1","KR061502.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"Escherichia_coli_CyaA.3003900.HG738867.2786398-2788945.3676","Escherichia_coli_CyaA",3003900,"HG738867","2786398-2788945","3676",40602,"Escherichia coli cyaA with mutation conferring resistance to fosfomycin","CDJ73082","HG738867","antibiotic-resistant cya adenylate cyclase","fosfomycin","antibiotic target alteration"
"parE.3003316.AP009048.1.3172159-3174052.5533","parE",3003316,"AP009048 . 1","3172159-3174052","5533",39900,"Escherichia coli parE conferring resistance to fluoroquinolones","BAE77086.1","AP009048.1","fluoroquinolone resistant parE","fluoroquinolone antibiotic","antibiotic target alteration"
"OXA-61.3001773.AY587956.0-774.1464","OXA-61",3001773,"AY587956","0-774","1464",38173,"OXA-61","AAT01092.1","AY587956","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-40.3001098.AF535128.0-861.1714","SHV-40",3001098,"AF535128","0-861","1714",37478,"SHV-40","AAN04882.1","AF535128","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-44.3001102.AY259119.116-977.2025","SHV-44",3001102,"AY259119","116-977","2025",37482,"SHV-44","AAP82228.1","AY259119","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-2.3001060.AF148851.5-866.1234","SHV-2",3001060,"AF148851","5-866","1234",37440,"SHV-2","AAD37413.1","AF148851","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-37.3001095.AF467948.0-861.1475","SHV-37",3001095,"AF467948","0-861","1475",37475,"SHV-37","AAL82593.1","AF467948","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-161.3001200.JX121128.0-861.2022","SHV-161",3001200,"JX121128","0-861","2022",37580,"SHV-161","AFQ23967.1","JX121128","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-1.3001059.FJ668814.76-937.1469","SHV-1",3001059,"FJ668814","76-937","1469",37439,"SHV-1","ACR66323.1","FJ668814","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-141.3001183.JQ388884.0-861.1634","SHV-141",3001183,"JQ388884","0-861","1634",37563,"SHV-141","AFC60795.1","JQ388884","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-180.3001350.KP050487.1.0-861.3768","SHV-180",3001350,"KP050487 . 1","0-861","3768",37750,"SHV-180","AJO16040.1","KP050487.1","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-8.3001067.U92041.0-861.993","SHV-8",3001067,"U92041","0-861","993",37447,"SHV-8","AAB51384.1","U92041","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-128.3001175.GU932590.0-861.900","SHV-128",3001175,"GU932590","0-861","900",37555,"SHV-128","ADE58494.1","GU932590","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-9.3001068.S82452.120-978.1717","SHV-9",3001068,"S82452","120-978","1717",37448,"SHV-9","AAB37395.2","S82452","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-107.3001156.AM941848.0-861.818","SHV-107",3001156,"AM941848","0-861","818",37536,"SHV-107","CAQ03507.1","AM941848","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-7.3001066.U20270.124-985.1394","SHV-7",3001066,"U20270","124-985","1394",37446,"SHV-7","AAA87176.1","U20270","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-61.3001116.AJ866284.0-861.2026","SHV-61",3001116,"AJ866284","0-861","2026",37496,"SHV-61","CAI30650.2","AJ866284","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-89.3001141.DQ193536.0-861.1641","SHV-89",3001141,"DQ193536","0-861","1641",37521,"SHV-89","ABA60809.1","DQ193536","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-80.3001134.AM176555.0-861.1069","SHV-80",3001134,"AM176555","0-861","1069",37514,"SHV-80","CAJ47135.2","AM176555","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-25.3001083.AF208796.0-861.1713","SHV-25",3001083,"AF208796","0-861","1713",37463,"SHV-25","AAF37209.2","AF208796","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-72.3001126.AM176547.30-891.1640","SHV-72",3001126,"AM176547","30-891","1640",37506,"SHV-72","CAJ47127.2","AM176547","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-109.3001158.EU418913.16-877.985","SHV-109",3001158,"EU418913","16-877","985",37538,"SHV-109","ACM04459.1","EU418913","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-48.3001105.AY263404.0-861.991","SHV-48",3001105,"AY263404","0-861","991",37485,"SHV-48","AAP03063.1","AY263404","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-82.3001136.AM176557.0-861.1238","SHV-82",3001136,"AM176557","0-861","1238",37516,"SHV-82","CAJ47137.2","AM176557","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-183.3001351.HG934764.0-864.1945","SHV-183",3001351,"HG934764","0-864","1945",37751,"SHV-183","CDN33427.1","HG934764","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-13.3001072.AF164577.0-861.1063","SHV-13",3001072,"AF164577","0-861","1063",37452,"SHV-13","AAD43815.1","AF164577","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"Pasteurella_multocida_16S.3003493.NC_002663.1.341427-342977.3252","Pasteurella_multocida_16S",3003493,"NC_002663 . 1","341427-342977","3252",40095,"Pasteurella multocida 16S rRNA mutation conferring resistance to spectinomycin",NA,"NC_002663.1","16s rRNA with mutation conferring resistance to aminoglycoside antibiotics","aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic","antibiotic target alteration"
"SHV-71.3001125.AM176546.0-861.1563","SHV-71",3001125,"AM176546","0-861","1563",37505,"SHV-71","CAJ47126.2","AM176546","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-28.3001086.AF299299.0-861.1946","SHV-28",3001086,"AF299299","0-861","1946",37466,"SHV-28","AAG15384.1","AF299299","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-182.3001364.KP050489.0-861.2124","SHV-182",3001364,"KP050489","0-861","2124",37764,"SHV-182","AJO16042.1","KP050489","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-56.3001112.EU586041.0-861.1639","SHV-56",3001112,"EU586041","0-861","1639",37492,"SHV-56","ACB73258.1","EU586041","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-85.3001139.DQ322460.15-876.1486","SHV-85",3001139,"DQ322460","15-876","1486",37519,"SHV-85","ABC54571.1","DQ322460","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-43.3001101.AY065991.6-867.1947","SHV-43",3001101,"AY065991","6-867","1947",37481,"SHV-43","AAL40899.1","AY065991","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-135.3001179.HQ637576.0-861.1311","SHV-135",3001179,"HQ637576","0-861","1311",37559,"SHV-135","ADR66517.1","HQ637576","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-186.3003153.KM233165.0-861.832","SHV-186",3003153,"KM233165","0-861","832",39730,"SHV-186","AIS67769.1","KM233165","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-101.3001150.EU155018.0-861.1620","SHV-101",3001150,"EU155018","0-861","1620",37530,"SHV-101","ABV72593.1","EU155018","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
